Hyvä mut ootko tä vuostuhannel ?	['0.094', '0.2099', '0.6961']	'positive' with confidence 69.61%
Martinan ex-miehiä, jotka muistuu heti mieleen:	['0.091', '0.8309', '0.078']	'neutral' with confidence 83.09%
Riski, että toinen käyttää luottamustani väärin, on aivan liian suuri.	['0.0012', '0.9555', '0.0433']	'neutral' with confidence 95.55%
Toinen lähti jo.	['0.1959', '0.7782', '0.0258']	'neutral' with confidence 77.82%
Ei noita t papereita kannata hommata, et saa töitä.	['0.0129', '0.9568', '0.0303']	'neutral' with confidence 95.68%
Mua ei kiinnosta kertoilla mitä työtä teen, tai mitä toinen tekee, tai mistä ollaan kotoisin, jne... kaikki teennäiset puheenaiheet keksimällä keksityt ovat yökkiä.	['0.0993', '0.1202', '0.7805']	'positive' with confidence 78.05%
Jutusta sai sen käsityksen, että oli ehdotettu vain yhtä ajankohtaa, mutta se on kyllä varmasti totta, että tuollaisia kuvaamasi kaltaisia tapauksia on myös.	['0.0038', '0.0034', '0.9928']	'positive' with confidence 99.28%
Me kaikki olemme samanarvoisia ja meillä kaikilla on samat oikeudet syntyperään katsomatta.	['0.0069', '0.5679', '0.4252']	'neutral' with confidence 56.79%
Et taida edes tajuta kuinka heikot sinun evääsi tässä keskustelussa ovat.	['0.0091', '0.9159', '0.075']	'neutral' with confidence 91.59%
Presidenttihän ei saa edustaa omaa poliittista vakaumustaan.	['0.1299', '0.8356', '0.0345']	'neutral' with confidence 83.56%
siksi aikaakin on vain se 90min ja ai niin aikaa minulla jäi 12min :)	['0.0013', '0.9337', '0.065']	'neutral' with confidence 93.37%
Pinnan alla pieni herkkä sydän.	['0.1604', '0.6701', '0.1696']	'neutral' with confidence 67.01%
Näin ainakin voin olla 100% varmaa, että laskut tulee maksetuksi.	['0.004', '0.6764', '0.3197']	'neutral' with confidence 67.64%
Huom. asiallinen avaus.	['0.3286', '0.5123', '0.1591']	'neutral' with confidence 51.23%
Muuta minulla ei ole.	['0.4342', '0.4861', '0.0796']	'neutral' with confidence 48.61%
Natsihallitus on kurjistanut suomalaisten elämää.	['0.2126', '0.738', '0.0494']	'neutral' with confidence 73.80%
Kysy luku (sijoita se muuttujaan nimeltä luku)	['0.1134', '0.7701', '0.1165']	'neutral' with confidence 77.01%
12. Oletko ympärileikattu?	['0.1761', '0.7717', '0.0522']	'neutral' with confidence 77.17%
En edes säästä, mutta kiva tietää että on rahaa jos haluaa ostaa jotain vähän kalliimpaa. ;)	['0.0026', '0.6223', '0.3751']	'neutral' with confidence 62.23%
https://www.youtube.com/watch?v=EZwFwZhqAmg	['0.3513', '0.45', '0.1987']	'neutral' with confidence 45.00%
Esim muovinen pilipali ketjunsuoja EI!	['0.1587', '0.8246', '0.0167']	'neutral' with confidence 82.46%
Kiitos teille jotka ootte kommentoineet tähän ketjuun.	['0.0241', '0.0252', '0.9507']	'positive' with confidence 95.07%
Lääkärit, eikä kukaan muukaan tiedä, onko mahdollisuuksia parantua vai joudunko näiden tuskaisten viikkojen jälkeen vielä leikkaukseen.	['0.0009', '0.9712', '0.0279']	'neutral' with confidence 97.12%
Varmasti on lukion käynyt, mutta tuleeko ihmisestä noin tyhmä siellä lukiossa, kun ei osaa noin yksinkertaisia asioita.	['0.0033', '0.8118', '0.1849']	'neutral' with confidence 81.18%
Venäjän poliisi osaa tappaa ihmisiä myös säilössä:	['0.4486', '0.4896', '0.0617']	'neutral' with confidence 48.96%
Usein työnantaja maksaisi suorituksen mukaan mielellään lisää palkkaa, mutta kun surkimukset huutavat ay-liikkeen tuella että meille myös, eipä tule maksettua.	['0.044', '0.2889', '0.667']	'positive' with confidence 66.70%
Riippuu sopimuksesta mitenkä yksityinen aura liikkuu.	['0.0565', '0.9247', '0.0188']	'neutral' with confidence 92.47%
Kirjoituskoneen tekniikka mahdollistaa vaan perin hitaan ja kalliin tallentamisen..	['0.0124', '0.865', '0.1225']	'neutral' with confidence 86.50%
Charlesilla ei ole lainkaan kuvia Yigaelin muurista vaikka hänellä onkin kuvia muista Bugenhagenin kuolinpaikalta löydetyistä esineistä.	['0.001', '0.9125', '0.0865']	'neutral' with confidence 91.25%
En minäkään ole jatkuvasti suu virneessä, leveästi hymyile, vaikka minulla on elämä ihan mallillaan.	['0.0018', '0.881', '0.1172']	'neutral' with confidence 88.10%
Tuolloin kristikunta on täynnä anteeksiantamusta ilman parannuksen tekemistä.	['0.2481', '0.7223', '0.0296']	'neutral' with confidence 72.23%
Niin miten ne sinun velat ja ulosotot?	['0.224', '0.5754', '0.2006']	'neutral' with confidence 57.54%
"""Silmien sulkeminen on teko"" -toteaa Hesari."	['0.2511', '0.5638', '0.185']	'neutral' with confidence 56.38%
Koittakaa puhua asiasta.	['0.4567', '0.4036', '0.1397']	'negative' with confidence 45.67%
Vasemmistoliiton ja Kyllösen salainen ase on tantraseksi.	['0.4288', '0.513', '0.0582']	'neutral' with confidence 51.30%
Kun sitten myöhemmin kirkon kanta muuttui ja alettiinkin puhua klo 18:sta, niin minusta se oli selvä taka-askel ja minä koin sen ev.-lut. kirkon jäljittelynä.	['0.0213', '0.0776', '0.9012']	'positive' with confidence 90.12%
Oikeudenkäynnissä Höss tunnusti sellaisia asioita mitä leirillä ei tapahtunut.	['0.0041', '0.9403', '0.0557']	'neutral' with confidence 94.03%
Täällä maalla on tilaa ja kaupunkilaiset maksaa !	['0.4218', '0.4338', '0.1443']	'neutral' with confidence 43.38%
Piti ihan Kajjaanista asti tulla antaa tunnustusta.	['0.1064', '0.612', '0.2816']	'neutral' with confidence 61.20%
Olen viiskymppinen monisynnyttäjä.	['0.2809', '0.2587', '0.4604']	'positive' with confidence 46.04%
"23 Niin filistealaisten ruhtinaat kokoontuivat uhraamaan suurta uhria jumalalleen Daagonille ja iloa pitämään, sillä he sanoivat: ""Meidän jumalamme on antanut vihollisemme Simsonin meidän käsiimme""."	['0.0253', '0.0589', '0.9158']	'positive' with confidence 91.58%
"""Jos joku tulee minun luokseni, mutta ei ole valmis luopumaan isästään ja äidistään, vaimostaan ja lapsistaan, veljistään ja sisaristaan, vieläpä omasta elämästään, hän ei voi olla opetuslapseni."""	['0.0019', '0.0015', '0.9966']	'positive' with confidence 99.66%
annahan sefu viestit olla, !	['0.3183', '0.6193', '0.0624']	'neutral' with confidence 61.93%
Joku arvelee, että GM tekee tappiota joka autosta.	['0.0659', '0.8204', '0.1137']	'neutral' with confidence 82.04%
Miettinyt, ettei Venäjä sekoa niihin, se odottelee,jos vaaleilla ratkeaisi.	['0.0179', '0.8743', '0.1077']	'neutral' with confidence 87.43%
ole ottanut osaa keskusteluun eikä kysynyt mitään!	['0.1277', '0.8426', '0.0297']	'neutral' with confidence 84.26%
Enemmän alapäätään saisivat naisehdokkaat mainostaa niin olisi helpompi äänestyskopissa tehdä valinta sillä äänestän naista jolle etuveitikkani alkaa herätä.	['0.0021', '0.9152', '0.0827']	'neutral' with confidence 91.52%
Korkeasti koulutetut eivät jaksa enää taivaltaa tässä joukossa.	['0.0353', '0.9262', '0.0385']	'neutral' with confidence 92.62%
Hämmästyin tänään,kun kävin vaa´alla	['0.1259', '0.6542', '0.2198']	'neutral' with confidence 65.42%
EU tuo vain pahoinvointia Suomeen.EU:n hyvän tuonti on vähäinen.Etelä-Eurooppa on suurin hyötyjä EU:sta	['0.0015', '0.8778', '0.1206']	'neutral' with confidence 87.78%
Edellinen ajoneuvo 480 t ja remonttiin 1000-2000e/vuosi	['0.0754', '0.8667', '0.0579']	'neutral' with confidence 86.67%
Rintamalla ei ollut mikään pyhää, ja sotiemme veteraaneille tuskin maistuu sammakon reidet, paskapuhetta.	['0.0008', '0.9638', '0.0354']	'neutral' with confidence 96.38%
Onko täällä muita liikkeitä jotka myyvät urheiluvälineitä kuin tuo torin laidalla oleva huippukallisyritys.	['0.0009', '0.9267', '0.0724']	'neutral' with confidence 92.67%
Miksi ihmisten yleensäkin pitäisi päästä maahan ennen, kun on selvitetty oleskelulle oikeutus.	['0.0016', '0.9213', '0.077']	'neutral' with confidence 92.13%
Kerron erään tapauksen erään miehen vaimo alkoi kulkemaan ravintoloissa.	['0.0124', '0.1371', '0.8505']	'positive' with confidence 85.05%
Jokainenhan saa oman yrityksensä laittaa kiinni vaikka viikoksi tai kuukaudeksi jos katsoo sen tarpeelliseksi.	['0.0011', '0.9485', '0.0504']	'neutral' with confidence 94.85%
Uskotko, että Paholainen olisi täysin paha?	['0.7326', '0.2335', '0.0339']	'negative' with confidence 73.26%
Parinkymmenen tuhannen ääniero ehdokkaiden välillä.	['0.0758', '0.7611', '0.1631']	'neutral' with confidence 76.11%
Demarit ovat tehneet suomen kansalle vahinkoa enemmän kuin muut puolueet yhteensä.	['0.0022', '0.981', '0.0168']	'neutral' with confidence 98.10%
Puolue on saanut edellisissä vaaleissa nukkuvia heräämään.	['0.1114', '0.8566', '0.0321']	'neutral' with confidence 85.66%
- No onhan tääkin sentään työn alla useamman ydinvoimalaluvan muodossa, mut ku ei ne tunnu saavan ikinä noi Olkivoimaloitaan valmiiks! :/	['0.003', '0.8067', '0.1902']	'neutral' with confidence 80.67%
Toinen asia on se että jumala olisi vain henki.	['0.0031', '0.9629', '0.034']	'neutral' with confidence 96.29%
Ensin luovutettiin venäläiset sotavangit.	['0.371', '0.5087', '0.1203']	'neutral' with confidence 50.87%
Huomasivat katoamisen vasta seuraavana aamuna.	['0.0787', '0.8125', '0.1088']	'neutral' with confidence 81.25%
Tarkastin juuri sen elokuvan tekemiseen osallistujien nimet joka kertoi eichmannin tuomitsemisesta.	['0.0046', '0.6177', '0.3778']	'neutral' with confidence 61.77%
Ikean ovimitoitus poikkeaa muiden mitoituksesta, joten vaihtoehdoksi jää vain mittaovet.	['0.0011', '0.9024', '0.0965']	'neutral' with confidence 90.24%
"Perustulo nimenomaan poistaisi tulo- ja tukiloukut ja työnteko kannattaisi AINA, toisin kuin nykyisellä kokoomuksen ja kepun porvarihallituksen kyykytyslinjalla jossa joudut tekemään töitä alle kaikkien tes-sopimuspalkkojen sossu- ja työttömyystukisummien suurusella ""palkalla"" pakkotyönä."	['0.0027', '0.0022', '0.9952']	'positive' with confidence 99.52%
Missä maailmassa sinä elät?	['0.394', '0.2771', '0.3289']	'negative' with confidence 39.40%
Joskus on hankalaa päästä edes paikkakunnalta pois.	['0.4503', '0.4687', '0.0811']	'neutral' with confidence 46.87%
Osaan johdatella ihmisiä paljastamaan tietonsa.	['0.3037', '0.3347', '0.3616']	'positive' with confidence 36.16%
